Gis_X,Gis_Y,Distrito,Barrio,Calle,Nº Finca,Color,Batería/Línea,Número de Plazas,Location,Address
"441217.1,4474963.26,01  CENTRO,01-04 JUSTICIA,TAMAYO Y BAUS; CALLE; DE,8,Verde,Línea,7,441217.1:4474963.26, CALLE  DE TAMAYO Y BAUS 8"
"440770.91,4474562.95,01  CENTRO,01-04 JUSTICIA,VICTOR HUGO; CALLE; DE,1,Verde,Línea,5,440770.91:4474562.95, CALLE  DE VICTOR HUGO 1"
"440773.45,4474598.67,01  CENTRO,01-04 JUSTICIA,VICTOR HUGO; CALLE; DE,3,Verde,Línea,2,440773.45:4474598.67, CALLE  DE VICTOR HUGO 3"
"440774.7,4474621.56,01  CENTRO,01-04 JUSTICIA,VICTOR HUGO; CALLE; DE,5,Verde,Línea,2,440774.7:4474621.56, CALLE  DE VICTOR HUGO 5"
"440774.7,4474609.89,01  CENTRO,01-04 JUSTICIA,VICTOR HUGO; CALLE; DE,5,Verde,Línea,2,440774.7:4474609.89, CALLE  DE VICTOR HUGO 5"
"439900.14,4475256.93,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,1,Verde,Línea,2,439900.14:4475256.93, CALLE  DEL ACUERDO 1"
"439909.2,4475290.85,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,5,Verde,Línea,3,439909.2:4475290.85, CALLE  DEL ACUERDO 5"
"439928.77,4475403.92,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,15,Verde,Línea,10,439928.77:4475403.92, CALLE  DEL ACUERDO 15"
"439935.91,4475452.37,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,22,Verde,Línea,3,439935.91:4475452.37, CALLE  DEL ACUERDO 22"
"439939.56,4475485.33,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,26,Verde,Línea,3,439939.56:4475485.33, CALLE  DEL ACUERDO 26"
"439951.3,4475557.74,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,32,Verde,Línea,4,439951.3:4475557.74, CALLE  DEL ACUERDO 32"
"439954.76,4475611.8,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,33,Verde,Línea,4,439954.76:4475611.8, CALLE  DEL ACUERDO 33"
"439959.78,4475606.93,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,34,Verde,Línea,3,439959.78:4475606.93, CALLE  DEL ACUERDO 34"
"439957.56,4475631.47,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,35,Verde,Línea,5,439957.56:4475631.47, CALLE  DEL ACUERDO 35"
"439965.57,4475652.4,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,36,Verde,Línea,12,439965.57:4475652.4, CALLE  DEL ACUERDO 36"
"439961.19,4475659.6,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,39,Verde,Línea,5,439961.19:4475659.6, CALLE  DEL ACUERDO 39"
"439963.58,4475676.34,01  CENTRO,01-05 UNIVERSIDAD,ACUERDO; CALLE; DEL,41,Verde,Línea,3,439963.58:4475676.34, CALLE  DEL ACUERDO 41"
"439851.21,4475033.72,01  CENTRO,01-05 UNIVERSIDAD,ALAMO; CALLE; DEL,4,Verde,Línea,6,439851.21:4475033.72, CALLE  DEL ALAMO 4"
"439824.53,4475355.48,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,13,Verde,Línea,3,439824.53:4475355.48, CALLE  DE AMANIEL 13"
"439830.99,4475279.4,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,14,Verde,Línea,5,439830.99:4475279.4, CALLE  DE AMANIEL 14"
"439823.21,4475373.7,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,17,Verde,Línea,2,439823.21:4475373.7, CALLE  DE AMANIEL 17"
"439828.87,4475303.5,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,18,Verde,Línea,2,439828.87:4475303.5, CALLE  DE AMANIEL 18"
"439826.51,4475328.29,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,20,Verde,Línea,6,439826.51:4475328.29, CALLE  DE AMANIEL 20"
"439808.38,4475400.7,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,23,Verde,Línea,7,439808.38:4475400.7, CALLE  DE AMANIEL 23"
"439821.41,4475407.3,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,25,Verde,Línea,2,439821.41:4475407.3, CALLE  DE AMANIEL 25"
"439816.98,4475447.85,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,29,Verde,Línea,3,439816.98:4475447.85, CALLE  DE AMANIEL 29"
"439823.2,4475393.85,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,30,Verde,Línea,2,439823.2:4475393.85, CALLE  DE AMANIEL 30"
"439814.24,4475479.99,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,31,Verde,Línea,1,439814.24:4475479.99, CALLE  DE AMANIEL 31"
"439810.18,4475528.55,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,37,Verde,Línea,11,439810.18:4475528.55, CALLE  DE AMANIEL 37"
"439812.7,4475565.97,01  CENTRO,01-05 UNIVERSIDAD,AMANIEL; CALLE; DE,40,Azul,Línea,8,439812.7:4475565.97, CALLE  DE AMANIEL 40"
"439949.77,4475001.,01  CENTRO,01-05 UNIVERSIDAD,ANTONIO GRILO; CALLE; DE,6,Verde,Línea,3,439949.77:4475001., CALLE  DE ANTONIO GRILO 6"
"439933.21,4475003.,01  CENTRO,01-05 UNIVERSIDAD,ANTONIO GRILO; CALLE; DE,8,Verde,Línea,1,439933.21:4475003., CALLE  DE ANTONIO GRILO 8"
"439897.45,4475006.17,01  CENTRO,01-05 UNIVERSIDAD,ANTONIO GRILO; CALLE; DE,13,Verde,Línea,9,439897.45:4475006.17, CALLE  DE ANTONIO GRILO 13"
"440339.45,4474881.63,01  CENTRO,01-05 UNIVERSIDAD,BALLESTA; CALLE; DE LA,19,Verde,Línea,6,440339.45:4474881.63, CALLE  DE LA BALLESTA 19"
"440347.23,4474918.18,01  CENTRO,01-05 UNIVERSIDAD,BALLESTA; CALLE; DE LA,28,Verde,Línea,2,440347.23:4474918.18, CALLE  DE LA BALLESTA 28"
"439722.57,4475656.5,01  CENTRO,01-05 UNIVERSIDAD,BALTASAR GRACIAN; CALLE; DE,1,Verde,Línea,8,439722.57:4475656.5, CALLE  DE BALTASAR GRACIAN 1"
"439728.8,4475662.94,01  CENTRO,01-05 UNIVERSIDAD,BALTASAR GRACIAN; CALLE; DE,1,Verde,Línea,11,439728.8:4475662.94, CALLE  DE BALTASAR GRACIAN 1"
"439726.2,4475689.97,01  CENTRO,01-05 UNIVERSIDAD,BALTASAR GRACIAN; CALLE; DE,4,Verde,Línea,4,439726.2:4475689.97, CALLE  DE BALTASAR GRACIAN 4"
"439733.4,4475705.84,01  CENTRO,01-05 UNIVERSIDAD,BALTASAR GRACIAN; CALLE; DE,6,Verde,Línea,3,439733.4:4475705.84, CALLE  DE BALTASAR GRACIAN 6"
"439727.47,4475708.66,01  CENTRO,01-05 UNIVERSIDAD,BALTASAR GRACIAN; CALLE; DE,6,Verde,Línea,2,439727.47:4475708.66, CALLE  DE BALTASAR GRACIAN 6"
"440368.6,4474723.6,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,1,Verde,Línea,3,440368.6:4474723.6, CALLE  DEL BARCO 1"
"440377.55,4474766.14,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,11,Verde,Línea,2,440377.55:4474766.14, CALLE  DEL BARCO 11"
"440380.98,4474781.72,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,13,Verde,Línea,1,440380.98:4474781.72, CALLE  DEL BARCO 13"
"440396.33,4474851.94,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,16,Verde,Línea,1,440396.33:4474851.94, CALLE  DEL BARCO 16"
"440400.5,4474869.1,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,18,Verde,Línea,3,440400.5:4474869.1, CALLE  DEL BARCO 18"
"440385.6,4474803.18,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,19,Verde,Línea,4,440385.6:4474803.18, CALLE  DEL BARCO 19"
"440406.62,4474898.98,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,31,Verde,Línea,2,440406.62:4474898.98, CALLE  DEL BARCO 31"
"440411.91,4474922.33,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,35,Verde,Línea,2,440411.91:4474922.33, CALLE  DEL BARCO 35"
"440423.62,4474979.16,01  CENTRO,01-05 UNIVERSIDAD,BARCO; CALLE; DEL,45,Verde,Línea,20,440423.62:4474979.16, CALLE  DEL BARCO 45"
"439930.25,4474971.34,01  CENTRO,01-05 UNIVERSIDAD,BEATAS; TRAVESIA; DE LAS,8,Verde,Línea,10,439930.25:4474971.34, TRAVESIA  DE LAS BEATAS 8"
"439787.65,4475329.27,01  CENTRO,01-05 UNIVERSIDAD,BERNARDO LOPEZ GARCIA; CALLE; DE,9,Verde,Línea,20,439787.65:4475329.27, CALLE  DE BERNARDO LOPEZ GARCIA 9"
"440131.16,4475139.38,01  CENTRO,01-05 UNIVERSIDAD,CASTO PLASENCIA; CALLE; DE,2,Verde,Línea,3,440131.16:4475139.38, CALLE  DE CASTO PLASENCIA 2"
"440163.7,4475102.11,01  CENTRO,01-05 UNIVERSIDAD,CASTO PLASENCIA; CALLE; DE,15,Verde,Línea,5,440163.7:4475102.11, CALLE  DE CASTO PLASENCIA 15"
"440547.28,4475030.38,01  CENTRO,01-05 UNIVERSIDAD,COLON; CALLE; DE,1,Azul,Línea,2,440547.28:4475030.38, CALLE  DE COLON 1"
"440536.32,4475030.99,01  CENTRO,01-05 UNIVERSIDAD,COLON; CALLE; DE,3,Azul,Línea,2,440536.32:4475030.99, CALLE  DE COLON 3"
"440456.72,4475036.1,01  CENTRO,01-05 UNIVERSIDAD,COLON; CALLE; DE,13,Verde,Línea,2,440456.72:4475036.1, CALLE  DE COLON 13"
"440473.26,4475035.16,01  CENTRO,01-05 UNIVERSIDAD,COLON; CALLE; DE,16,Verde,Línea,4,440473.26:4475035.16, CALLE  DE COLON 16"
"440218.37,4474725.46,01  CENTRO,01-05 UNIVERSIDAD,CONCEPCION ARENAL; CALLE; DE,8,Verde,Línea,2,440218.37:4474725.46, CALLE  DE CONCEPCION ARENAL 8"
"439834.6,4475118.14,01  CENTRO,01-05 UNIVERSIDAD,CONDE DE TORENO; PLAZA; DEL,1,Verde,Línea,2,439834.6:4475118.14, PLAZA  DEL CONDE DE TORENO 1"
"439830.19,4475115.52,01  CENTRO,01-05 UNIVERSIDAD,CONDE DE TORENO; PLAZA; DEL,1,Verde,Línea,2,439830.19:4475115.52, PLAZA  DEL CONDE DE TORENO 1"
"439647.1,4475279.57,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,3,Verde,Línea,10,439647.1:4475279.57, CALLE  DEL CONDE DUQUE 3"
"439664.96,4475312.32,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,7,Verde,Línea,3,439664.96:4475312.32, CALLE  DEL CONDE DUQUE 7"
"439828.49,4475627.22,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,15,Verde,Batería,13,439828.49:4475627.22, CALLE  DEL CONDE DUQUE 15"
"439693.47,4475356.97,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,16,Azul,Línea,11,439693.47:4475356.97, CALLE  DEL CONDE DUQUE 16"
"439841.74,4475652.3,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,19,Verde,Batería,6,439841.74:4475652.3, CALLE  DEL CONDE DUQUE 19"
"439711.16,4475391.4,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,20,Azul,Línea,3,439711.16:4475391.4, CALLE  DEL CONDE DUQUE 20"
"439720.32,4475408.85,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,20,Azul,Línea,4,439720.32:4475408.85, CALLE  DEL CONDE DUQUE 20"
"439848.53,4475666.39,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,21,Verde,Batería,3,439848.53:4475666.39, CALLE  DEL CONDE DUQUE 21"
"439857.16,4475683.4,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,23,Verde,Batería,6,439857.16:4475683.4, CALLE  DEL CONDE DUQUE 23"
"439751.16,4475469.95,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,28,Azul,Línea,4,439751.16:4475469.95, CALLE  DEL CONDE DUQUE 28"
"439758.56,4475484.92,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,30,Azul,Línea,3,439758.56:4475484.92, CALLE  DEL CONDE DUQUE 30"
"439774.46,4475514.81,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,34,Azul,Línea,4,439774.46:4475514.81, CALLE  DEL CONDE DUQUE 34"
"439783.75,4475532.9,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,36,Azul,Línea,2,439783.75:4475532.9, CALLE  DEL CONDE DUQUE 36"
"439794.74,4475555.8,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,38,Azul,Línea,2,439794.74:4475555.8, CALLE  DEL CONDE DUQUE 38"
"439831.63,4475617.25,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,42,Azul,Línea,4,439831.63:4475617.25, CALLE  DEL CONDE DUQUE 42"
"439838.7,4475631.17,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,44,Azul,Línea,1,439838.7:4475631.17, CALLE  DEL CONDE DUQUE 44"
"439845.,4475643.73,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,44,Azul,Línea,3,439845.:4475643.73, CALLE  DEL CONDE DUQUE 44"
"439854.9,4475661.63,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; CALLE; DEL,46,Azul,Línea,4,439854.9:4475661.63, CALLE  DEL CONDE DUQUE 46"
"439800.57,4475258.19,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,3,Verde,Línea,5,439800.57:4475258.19, TRAVESIA  DEL CONDE DUQUE 3"
"439804.94,4475261.61,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,3,Verde,Línea,5,439804.94:4475261.61, TRAVESIA  DEL CONDE DUQUE 3"
"439784.8,4475267.7,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,5,Verde,Línea,1,439784.8:4475267.7, TRAVESIA  DEL CONDE DUQUE 5"
"439770.68,4475270.9,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,5,Verde,Línea,5,439770.68:4475270.9, TRAVESIA  DEL CONDE DUQUE 5"
"439755.93,4475278.23,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,7,Verde,Línea,2,439755.93:4475278.23, TRAVESIA  DEL CONDE DUQUE 7"
"439695.64,4475311.32,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,16,Verde,Línea,7,439695.64:4475311.32, TRAVESIA  DEL CONDE DUQUE 16"
"439654.21,4475334.5,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,19,Verde,Línea,4,439654.21:4475334.5, TRAVESIA  DEL CONDE DUQUE 19"
"439614.28,4475356.4,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,21,Verde,Línea,10,439614.28:4475356.4, TRAVESIA  DEL CONDE DUQUE 21"
"439736.22,4475289.,01  CENTRO,01-05 UNIVERSIDAD,CONDE DUQUE; TRAVESIA; DEL,9 D,Verde,Línea,8,439736.22:4475289., TRAVESIA  DEL CONDE DUQUE 9 D"
"440204.11,4474790.6,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,1,Verde,Línea,2,440204.11:4474790.6, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 1"
"440224.45,4474814.99,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,7,Verde,Línea,3,440224.45:4474814.99, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 7"
"440263.63,4474863.31,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,19,Verde,Línea,5,440263.63:4474863.31, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 19"
"440292.74,4474891.56,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,27,Verde,Línea,2,440292.74:4474891.56, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 27"
"440317.89,4474913.91,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,33,Verde,Línea,6,440317.89:4474913.91, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 33"
"440416.25,4475029.9,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,34,Verde,Línea,3,440416.25:4475029.9, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 34"
"440330.14,4474924.93,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,37,Verde,Línea,1,440330.14:4474924.93, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 37"
"440336.44,4474930.52,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,39,Verde,Línea,2,440336.44:4474930.52, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 39"
"440350.62,4474942.3,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,41,Verde,Línea,2,440350.62:4474942.3, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 41"
"440369.5,4474959.38,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,45,Verde,Línea,6,440369.5:4474959.38, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 45"
"440387.61,4474981.48,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,49,Verde,Línea,3,440387.61:4474981.48, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 49"
"440264.16,4474858.21,01  CENTRO,01-05 UNIVERSIDAD,CORREDERA BAJA DE SAN PABLO; CALLE; DE LA,12 B,Verde,Línea,4,440264.16:4474858.21, CALLE  DE LA CORREDERA BAJA DE SAN PABLO 12 B"
"439615.92,4475260.91,01  CENTRO,01-05 UNIVERSIDAD,CRISTINO MARTOS; PLAZA; DE,3,Azul,Línea,5,439615.92:4475260.91, PLAZA  DE CRISTINO MARTOS 3"
"439621.2,4475251.53,01  CENTRO,01-05 UNIVERSIDAD,CRISTINO MARTOS; PLAZA; DE,3,Azul,Línea,2,439621.2:4475251.53, PLAZA  DE CRISTINO MARTOS 3"
"439607.14,4475259.26,01  CENTRO,01-05 UNIVERSIDAD,CRISTINO MARTOS; PLAZA; DE,3,Azul,Línea,2,439607.14:4475259.26, PLAZA  DE CRISTINO MARTOS 3"
"440398.52,4474682.6,01  CENTRO,01-05 UNIVERSIDAD,DESENGAÑO; CALLE; DEL,3,Azul,Línea,3,440398.52:4474682.6, CALLE  DEL DESENGAÑO 3"
"440398.66,4474685.81,01  CENTRO,01-05 UNIVERSIDAD,DESENGAÑO; CALLE; DEL,4,Azul,Línea,5,440398.66:4474685.81, CALLE  DEL DESENGAÑO 4"
"440329.74,4474712.51,01  CENTRO,01-05 UNIVERSIDAD,DESENGAÑO; CALLE; DEL,7,Azul,Línea,2,440329.74:4474712.51, CALLE  DEL DESENGAÑO 7"
"440337.94,4474709.9,01  CENTRO,01-05 UNIVERSIDAD,DESENGAÑO; CALLE; DEL,12,Azul,Línea,1,440337.94:4474709.9, CALLE  DEL DESENGAÑO 12"
"440348.52,4474706.58,01  CENTRO,01-05 UNIVERSIDAD,DESENGAÑO; CALLE; DEL,12,Azul,Línea,3,440348.52:4474706.58, CALLE  DEL DESENGAÑO 12"
"440240.85,4474735.27,01  CENTRO,01-05 UNIVERSIDAD,DESENGAÑO; CALLE; DEL,13,Verde,Línea,2,440240.85:4474735.27, CALLE  DEL DESENGAÑO 13"
"440319.54,4474715.82,01  CENTRO,01-05 UNIVERSIDAD,DESENGAÑO; CALLE; DEL,16,Azul,Línea,2,440319.54:4474715.82, CALLE  DEL DESENGAÑO 16"
"440254.72,4474729.68,01  CENTRO,01-05 UNIVERSIDAD,DESENGAÑO; CALLE; DEL,24,Verde,Línea,8,440254.72:4474729.68, CALLE  DEL DESENGAÑO 24"
"440340.94,4475448.66,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,4,Verde,Línea,4,440340.94:4475448.66, CALLE  DEL DIVINO PASTOR 4"
"440439.17,4475425.4,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,5,Verde,Línea,3,440439.17:4475425.4, CALLE  DEL DIVINO PASTOR 5"
"440400.99,4475434.23,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,7,Verde,Línea,7,440400.99:4475434.23, CALLE  DEL DIVINO PASTOR 7"
"440309.7,4475456.43,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,8,Verde,Línea,1,440309.7:4475456.43, CALLE  DEL DIVINO PASTOR 8"
"440297.75,4475459.13,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,10,Verde,Línea,1,440297.75:4475459.13, CALLE  DEL DIVINO PASTOR 10"
"440366.11,4475442.54,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,13,Verde,Línea,1,440366.11:4475442.54, CALLE  DEL DIVINO PASTOR 13"
"440238.16,4475474.64,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,16,Verde,Línea,11,440238.16:4475474.64, CALLE  DEL DIVINO PASTOR 16"
"440267.34,4475463.26,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,25,Verde,Línea,3,440267.34:4475463.26, CALLE  DEL DIVINO PASTOR 25"
"440166.53,4475492.59,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,28,Verde,Línea,6,440166.53:4475492.59, CALLE  DEL DIVINO PASTOR 28"
"440229.51,4475472.83,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,29,Verde,Línea,12,440229.51:4475472.83, CALLE  DEL DIVINO PASTOR 29"
"440124.11,4475503.57,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,34,Verde,Línea,5,440124.11:4475503.57, CALLE  DEL DIVINO PASTOR 34"
"440120.95,4475501.3,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,34,Verde,Línea,5,440120.95:4475501.3, CALLE  DEL DIVINO PASTOR 34"
"440158.74,4475491.26,01  CENTRO,01-05 UNIVERSIDAD,DIVINO PASTOR; CALLE; DEL,35,Verde,Línea,9,440158.74:4475491.26, CALLE  DEL DIVINO PASTOR 35"
"440426.6,4475100.54,01  CENTRO,01-05 UNIVERSIDAD,DON FELIPE; CALLE; DE,2,Verde,Línea,2,440426.6:4475100.54, CALLE  DE DON FELIPE 2"
"440412.81,4475105.26,01  CENTRO,01-05 UNIVERSIDAD,DON FELIPE; CALLE; DE,5,Verde,Línea,1,440412.81:4475105.26, CALLE  DE DON FELIPE 5"
"440388.96,4475113.6,01  CENTRO,01-05 UNIVERSIDAD,DON FELIPE; CALLE; DE,9,Verde,Línea,2,440388.96:4475113.6, CALLE  DE DON FELIPE 9"
"440361.67,4475123.19,01  CENTRO,01-05 UNIVERSIDAD,DON FELIPE; CALLE; DE,13,Verde,Línea,3,440361.67:4475123.19, CALLE  DE DON FELIPE 13"
"440262.96,4475282.65,01  CENTRO,01-05 UNIVERSIDAD,DOS DE MAYO; CALLE; DEL,4,Verde,Línea,5,440262.96:4475282.65, CALLE  DEL DOS DE MAYO 4"
"439586.9,4475285.46,01  CENTRO,01-05 UNIVERSIDAD,DUQUE DE LIRIA; CALLE; DEL,2,Verde,Línea,7,439586.9:4475285.46, CALLE  DEL DUQUE DE LIRIA 2"
"439593.93,4475271.97,01  CENTRO,01-05 UNIVERSIDAD,DUQUE DE LIRIA; CALLE; DEL,3,Verde,Línea,3,439593.93:4475271.97, CALLE  DEL DUQUE DE LIRIA 3"
"439566.1,4475307.57,01  CENTRO,01-05 UNIVERSIDAD,DUQUE DE LIRIA; CALLE; DEL,6,Verde,Línea,4,439566.1:4475307.57, CALLE  DEL DUQUE DE LIRIA 6"
"439570.9,4475297.63,01  CENTRO,01-05 UNIVERSIDAD,DUQUE DE LIRIA; CALLE; DEL,9,Verde,Línea,8,439570.9:4475297.63, CALLE  DEL DUQUE DE LIRIA 9"
"439542.74,4475326.5,01  CENTRO,01-05 UNIVERSIDAD,DUQUE DE LIRIA; CALLE; DEL,S/N,Verde,Línea,5,439542.74:4475326.5, CALLE  DEL DUQUE DE LIRIA S/N"
"439506.92,4475368.3,01  CENTRO,01-05 UNIVERSIDAD,DUQUE DE LIRIA; CALLE; DEL,S/N,Verde,Línea,8,439506.92:4475368.3, CALLE  DEL DUQUE DE LIRIA S/N"
"440399.54,4475018.19,01  CENTRO,01-05 UNIVERSIDAD,EL ESCORIAL; CALLE; DE,1,Verde,Línea,1,440399.54:4475018.19, CALLE  DE EL ESCORIAL 1"
"440387.51,4475024.15,01  CENTRO,01-05 UNIVERSIDAD,EL ESCORIAL; CALLE; DE,2,Verde,Línea,2,440387.51:4475024.15, CALLE  DE EL ESCORIAL 2"
"440371.23,4475032.81,01  CENTRO,01-05 UNIVERSIDAD,EL ESCORIAL; CALLE; DE,6,Verde,Línea,1,440371.23:4475032.81, CALLE  DE EL ESCORIAL 6"
"440335.5,4475052.25,01  CENTRO,01-05 UNIVERSIDAD,EL ESCORIAL; CALLE; DE,14,Verde,Línea,1,440335.5:4475052.25, CALLE  DE EL ESCORIAL 14"
"440323.58,4475058.24,01  CENTRO,01-05 UNIVERSIDAD,EL ESCORIAL; CALLE; DE,16,Verde,Línea,1,440323.58:4475058.24, CALLE  DE EL ESCORIAL 16"
"440313.25,4475063.58,01  CENTRO,01-05 UNIVERSIDAD,EL ESCORIAL; CALLE; DE,18,Verde,Línea,1,440313.25:4475063.58, CALLE  DE EL ESCORIAL 18"
"440289.95,4475075.22,01  CENTRO,01-05 UNIVERSIDAD,EL ESCORIAL; CALLE; DE,22,Verde,Línea,1,440289.95:4475075.22, CALLE  DE EL ESCORIAL 22"
