Gis_X,Gis_Y,Distrito,Barrio,Calle,Nº Finca,Color,Batería/Línea,Número de Plazas,Location,Address
"443279.52,4478699.,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FERNAN NUÑEZ; CALLE; DE,10,Verde,Línea,2,443279.52:4478699., CALLE  DE FERNAN NUÑEZ 10"
"443251.55,4478703.13,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FERNAN NUÑEZ; CALLE; DE,12,Verde,Línea,10,443251.55:4478703.13, CALLE  DE FERNAN NUÑEZ 12"
"443312.35,4478693.56,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FERNAN NUÑEZ; CALLE; DE,15,Verde,Línea,6,443312.35:4478693.56, CALLE  DE FERNAN NUÑEZ 15"
"443215.1,4478708.73,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FERNAN NUÑEZ; CALLE; DE,61,Verde,Línea,1,443215.1:4478708.73, CALLE  DE FERNAN NUÑEZ 61"
"442324.43,4478297.69,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FUENTE DEL SAZ; CALLE; DE,1,Verde,Línea,2,442324.43:4478297.69, CALLE  DE FUENTE DEL SAZ 1"
"442326.57,4478286.53,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FUENTE DEL SAZ; CALLE; DE,1,Verde,Línea,1,442326.57:4478286.53, CALLE  DE FUENTE DEL SAZ 1"
"442327.1,4478324.92,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FUENTE DEL SAZ; CALLE; DE,4,Verde,Línea,12,442327.1:4478324.92, CALLE  DE FUENTE DEL SAZ 4"
"442328.79,4478354.79,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FUENTE DEL SAZ; CALLE; DE,6,Verde,Línea,1,442328.79:4478354.79, CALLE  DE FUENTE DEL SAZ 6"
"442329.58,4478367.57,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,FUENTE DEL SAZ; CALLE; DE,9,Verde,Línea,1,442329.58:4478367.57, CALLE  DE FUENTE DEL SAZ 9"
"442233.1,4478271.27,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,2,Azul,Línea,9,442233.1:4478271.27, CALLE  DE HERREROS DE TEJADA 2"
"442212.5,4478302.17,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,3,Azul,Línea,1,442212.5:4478302.17, CALLE  DE HERREROS DE TEJADA 3"
"442233.71,4478281.47,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,4,Verde,Línea,7,442233.71:4478281.47, CALLE  DE HERREROS DE TEJADA 4"
"442205.7,4478333.75,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,5,Azul,Batería,10,442205.7:4478333.75, CALLE  DE HERREROS DE TEJADA 5"
"442216.32,4478346.98,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,10,Verde,Línea,12,442216.32:4478346.98, CALLE  DE HERREROS DE TEJADA 10"
"442208.42,4478369.1,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,12,Azul,Batería,7,442208.42:4478369.1, CALLE  DE HERREROS DE TEJADA 12"
"442221.29,4478414.49,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,14,Verde,Línea,6,442221.29:4478414.49, CALLE  DE HERREROS DE TEJADA 14"
"442223.21,4478440.72,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,16,Verde,Línea,1,442223.21:4478440.72, CALLE  DE HERREROS DE TEJADA 16"
"442222.77,4478435.25,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,16,Verde,Línea,1,442222.77:4478435.25, CALLE  DE HERREROS DE TEJADA 16"
"442218.83,4478474.74,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,18,Verde,Batería,1,442218.83:4478474.74, CALLE  DE HERREROS DE TEJADA 18"
"442220.94,4478467.15,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,18,Verde,Batería,5,442220.94:4478467.15, CALLE  DE HERREROS DE TEJADA 18"
"442211.9,4478462.65,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,18,Verde,Línea,27,442211.9:4478462.65, CALLE  DE HERREROS DE TEJADA 18"
"442217.31,4478480.22,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,20,Verde,Batería,3,442217.31:4478480.22, CALLE  DE HERREROS DE TEJADA 20"
"442212.96,4478487.1,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,20,Verde,Línea,2,442212.96:4478487.1, CALLE  DE HERREROS DE TEJADA 20"
"442211.4,4478501.16,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,20,Verde,Batería,6,442211.4:4478501.16, CALLE  DE HERREROS DE TEJADA 20"
"442195.79,4478533.89,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,HERREROS DE TEJADA; CALLE; DE,24,Verde,Línea,3,442195.79:4478533.89, CALLE  DE HERREROS DE TEJADA 24"
"442188.16,4478384.95,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,0,25,Verde,Línea,6,442188.16:4478384.95, CALLE  DE LA INFANTA MARIA TERESA 0,25"
"442075.5,4478402.53,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,1,Azul,Línea,9,442075.5:4478402.53, CALLE  DE LA INFANTA MARIA TERESA 1"
"442097.57,4478391.43,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,2,Verde,Línea,18,442097.57:4478391.43, CALLE  DE LA INFANTA MARIA TERESA 2"
"442106.84,4478399.96,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,2,Azul,Línea,1,442106.84:4478399.96, CALLE  DE LA INFANTA MARIA TERESA 2"
"442158.6,4478387.19,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,6,Verde,Línea,6,442158.6:4478387.19, CALLE  DE LA INFANTA MARIA TERESA 6"
"442163.6,4478395.57,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,6,Azul,Batería,34,442163.6:4478395.57, CALLE  DE LA INFANTA MARIA TERESA 6"
"442233.82,4478390.52,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,7,Azul,Batería,3,442233.82:4478390.52, CALLE  DE LA INFANTA MARIA TERESA 7"
"442231.38,4478381.55,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,8,Verde,Línea,2,442231.38:4478381.55, CALLE  DE LA INFANTA MARIA TERESA 8"
"442246.4,4478380.47,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,10,Verde,Línea,3,442246.4:4478380.47, CALLE  DE LA INFANTA MARIA TERESA 10"
"442262.85,4478376.25,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,12,Verde,Línea,3,442262.85:4478376.25, CALLE  DE LA INFANTA MARIA TERESA 12"
"442273.7,4478387.53,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,13,Azul,Batería,21,442273.7:4478387.53, CALLE  DE LA INFANTA MARIA TERESA 13"
"442284.4,4478377.43,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,14,Verde,Línea,1,442284.4:4478377.43, CALLE  DE LA INFANTA MARIA TERESA 14"
"442300.4,4478376.35,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,14,Verde,Línea,1,442300.4:4478376.35, CALLE  DE LA INFANTA MARIA TERESA 14"
"442300.72,4478386.5,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,15,Verde,Línea,1,442300.72:4478386.5, CALLE  DE LA INFANTA MARIA TERESA 15"
"442316.4,4478374.95,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,16,Verde,Línea,2,442316.4:4478374.95, CALLE  DE LA INFANTA MARIA TERESA 16"
"442317.79,4478384.94,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,17,Azul,Batería,3,442317.79:4478384.94, CALLE  DE LA INFANTA MARIA TERESA 17"
"442342.5,4478370.37,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,18,Verde,Línea,3,442342.5:4478370.37, CALLE  DE LA INFANTA MARIA TERESA 18"
"442340.32,4478382.3,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,19,Azul,Batería,15,442340.32:4478382.3, CALLE  DE LA INFANTA MARIA TERESA 19"
"442369.87,4478370.89,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,20,Verde,Línea,6,442369.87:4478370.89, CALLE  DE LA INFANTA MARIA TERESA 20"
"442372.87,4478379.84,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,21,Azul,Línea,1,442372.87:4478379.84, CALLE  DE LA INFANTA MARIA TERESA 21"
"442367.29,4478380.25,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,21,Azul,Línea,1,442367.29:4478380.25, CALLE  DE LA INFANTA MARIA TERESA 21"
"442388.79,4478378.66,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,INFANTA MARIA TERESA; CALLE; DE LA,23,Azul,Línea,4,442388.79:4478378.66, CALLE  DE LA INFANTA MARIA TERESA 23"
"443570.7,4478280.59,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JACINTOS; PASEO; DE LOS,5,Verde,Línea,7,443570.7:4478280.59, PASEO  DE LOS JACINTOS 5"
"443587.8,4478326.41,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JACINTOS; PASEO; DE LOS,11,Verde,Línea,6,443587.8:4478326.41, PASEO  DE LOS JACINTOS 11"
"443598.,4478356.35,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JACINTOS; PASEO; DE LOS,21,Verde,Línea,2,443598.:4478356.35, PASEO  DE LOS JACINTOS 21"
"443605.33,4478376.12,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JACINTOS; PASEO; DE LOS,27,Verde,Línea,3,443605.33:4478376.12, PASEO  DE LOS JACINTOS 27"
"443612.76,4478396.68,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JACINTOS; PASEO; DE LOS,29,Verde,Línea,3,443612.76:4478396.68, PASEO  DE LOS JACINTOS 29"
"443626.81,4478436.38,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JACINTOS; PASEO; DE LOS,33,Verde,Línea,7,443626.81:4478436.38, PASEO  DE LOS JACINTOS 33"
"442320.21,4478241.49,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,1,Verde,Línea,1,442320.21:4478241.49, CALLE  DEL JILOCA 1"
"442309.5,4478231.85,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,2,Verde,Batería,2,442309.5:4478231.85, CALLE  DEL JILOCA 2"
"442325.55,4478225.57,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,2,Verde,Línea,4,442325.55:4478225.57, CALLE  DEL JILOCA 2"
"442338.64,4478228.67,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,3,Verde,Batería,7,442338.64:4478228.67, CALLE  DEL JILOCA 3"
"442348.71,4478209.22,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,3,Verde,Línea,4,442348.71:4478209.22, CALLE  DEL JILOCA 3"
"442308.28,4478175.86,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,4,Verde,Batería,5,442308.28:4478175.86, CALLE  DEL JILOCA 4"
"442323.58,4478199.71,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,4,Verde,Línea,1,442323.58:4478199.71, CALLE  DEL JILOCA 4"
"442335.42,4478201.87,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,4,Verde,Batería,3,442335.42:4478201.87, CALLE  DEL JILOCA 4"
"442314.83,4478192.24,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,4,Verde,Línea,3,442314.83:4478192.24, CALLE  DEL JILOCA 4"
"442390.16,4478201.8,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,5,Verde,Línea,4,442390.16:4478201.8, CALLE  DEL JILOCA 5"
"442401.97,4478201.71,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,5,Verde,Línea,1,442401.97:4478201.71, CALLE  DEL JILOCA 5"
"442347.11,4478200.8,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,6,Verde,Línea,3,442347.11:4478200.8, CALLE  DEL JILOCA 6"
"442359.24,4478203.99,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,6,Verde,Batería,2,442359.24:4478203.99, CALLE  DEL JILOCA 6"
"442356.32,4478194.37,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,6,Verde,Línea,1,442356.32:4478194.37, CALLE  DEL JILOCA 6"
"442416.66,4478202.49,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,7,Verde,Línea,4,442416.66:4478202.49, CALLE  DEL JILOCA 7"
"442365.63,4478192.59,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,8,Verde,Batería,4,442365.63:4478192.59, CALLE  DEL JILOCA 8"
"442382.89,4478189.16,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,10,Verde,Batería,6,442382.89:4478189.16, CALLE  DEL JILOCA 10"
"442421.7,4478195.76,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,12,Verde,Línea,2,442421.7:4478195.76, CALLE  DEL JILOCA 12"
"442408.68,4478190.6,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JILOCA; CALLE; DEL,12,Verde,Batería,5,442408.68:4478190.6, CALLE  DEL JILOCA 12"
"441716.54,4478767.17,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,1,Verde,Línea,9,441716.54:4478767.17, CALLE  DE JOSE LAZARO GALDIANO 1"
"441667.59,4478764.62,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,2,Verde,Línea,3,441667.59:4478764.62, CALLE  DE JOSE LAZARO GALDIANO 2"
"441715.71,4478755.58,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,2,Verde,Batería,12,441715.71:4478755.58, CALLE  DE JOSE LAZARO GALDIANO 2"
"441740.46,4478758.41,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,2,Verde,Línea,1,441740.46:4478758.41, CALLE  DE JOSE LAZARO GALDIANO 2"
"441778.1,4478794.26,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,3,Verde,Línea,1,441778.1:4478794.26, CALLE  DE JOSE LAZARO GALDIANO 3"
"441787.15,4478791.22,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,3,Verde,Línea,2,441787.15:4478791.22, CALLE  DE JOSE LAZARO GALDIANO 3"
"441805.7,4478789.7,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,4,Verde,Línea,3,441805.7:4478789.7, CALLE  DE JOSE LAZARO GALDIANO 4"
"441784.22,4478779.74,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,4,Verde,Batería,10,441784.22:4478779.74, CALLE  DE JOSE LAZARO GALDIANO 4"
"441805.98,4478777.69,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,4,Verde,Batería,2,441805.98:4478777.69, CALLE  DE JOSE LAZARO GALDIANO 4"
"441834.68,4478787.22,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,6,Verde,Línea,5,441834.68:4478787.22, CALLE  DE JOSE LAZARO GALDIANO 6"
"441823.2,4478777.57,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,6,Verde,Línea,3,441823.2:4478777.57, CALLE  DE JOSE LAZARO GALDIANO 6"
"441838.57,4478774.92,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,6,Verde,Batería,4,441838.57:4478774.92, CALLE  DE JOSE LAZARO GALDIANO 6"
"441685.38,4478763.18,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,S/N,Verde,Línea,4,441685.38:4478763.18, CALLE  DE JOSE LAZARO GALDIANO S/N"
"441746.38,4478757.91,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,S/N,Verde,Línea,2,441746.38:4478757.91, CALLE  DE JOSE LAZARO GALDIANO S/N"
"441745.96,4478769.74,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,S/N,Verde,Batería,4,441745.96:4478769.74, CALLE  DE JOSE LAZARO GALDIANO S/N"
"441669.35,4478776.36,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,S/N,Verde,Batería,6,441669.35:4478776.36, CALLE  DE JOSE LAZARO GALDIANO S/N"
"441686.13,4478774.89,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE LAZARO GALDIANO; CALLE; DE,S/N,Verde,Batería,6,441686.13:4478774.89, CALLE  DE JOSE LAZARO GALDIANO S/N"
"443334.89,4478886.9,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE MARIA SOLER; PLAZA; DE,S/N,Azul,Batería,12,443334.89:4478886.9, PLAZA  DE JOSE MARIA SOLER S/N"
"443357.4,4478886.85,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JOSE MARIA SOLER; PLAZA; DE,S/N,Azul,Batería,1,443357.4:4478886.85, PLAZA  DE JOSE MARIA SOLER S/N"
"441743.83,4478616.37,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,1,Verde,Línea,1,441743.83:4478616.37, CALLE  DE JUAN RAMON JIMENEZ 1"
"441765.21,4478709.8,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,2,Verde,Batería,1,441765.21:4478709.8, CALLE  DE JUAN RAMON JIMENEZ 2"
"441764.29,4478698.89,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,2,Verde,Línea,3,441764.29:4478698.89, CALLE  DE JUAN RAMON JIMENEZ 2"
"441750.42,4478690.69,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,2,Verde,Línea,2,441750.42:4478690.69, CALLE  DE JUAN RAMON JIMENEZ 2"
"441762.36,4478677.4,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,2,Verde,Batería,9,441762.36:4478677.4, CALLE  DE JUAN RAMON JIMENEZ 2"
"441760.99,4478659.53,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,2,Verde,Batería,3,441760.99:4478659.53, CALLE  DE JUAN RAMON JIMENEZ 2"
"441749.39,4478678.19,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,2,Verde,Línea,3,441749.39:4478678.19, CALLE  DE JUAN RAMON JIMENEZ 2"
"441751.4,4478698.2,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,2,Verde,Línea,1,441751.4:4478698.2, CALLE  DE JUAN RAMON JIMENEZ 2"
"441745.18,4478633.88,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,3,Verde,Línea,7,441745.18:4478633.88, CALLE  DE JUAN RAMON JIMENEZ 3"
"441766.25,4478722.64,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,4,Verde,Batería,9,441766.25:4478722.64, CALLE  DE JUAN RAMON JIMENEZ 4"
"441767.1,4478746.73,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,4,Verde,Batería,8,441767.1:4478746.73, CALLE  DE JUAN RAMON JIMENEZ 4"
"441764.37,4478774.19,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,6,Verde,Línea,2,441764.37:4478774.19, CALLE  DE JUAN RAMON JIMENEZ 6"
"441752.5,4478716.43,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,7,Verde,Línea,4,441752.5:4478716.43, CALLE  DE JUAN RAMON JIMENEZ 7"
"441766.52,4478880.58,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,8,Verde,Línea,6,441766.52:4478880.58, CALLE  DE JUAN RAMON JIMENEZ 8"
"441772.74,4478870.66,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,8,Verde,Línea,2,441772.74:4478870.66, CALLE  DE JUAN RAMON JIMENEZ 8"
"441774.13,4478886.18,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,8,Verde,Línea,4,441774.13:4478886.18, CALLE  DE JUAN RAMON JIMENEZ 8"
"441750.53,4478741.41,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,9,Verde,Línea,4,441750.53:4478741.41, CALLE  DE JUAN RAMON JIMENEZ 9"
"441753.27,4478782.58,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,11,Verde,Batería,8,441753.27:4478782.58, CALLE  DE JUAN RAMON JIMENEZ 11"
"441754.86,4478803.25,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,13,Verde,Batería,5,441754.86:4478803.25, CALLE  DE JUAN RAMON JIMENEZ 13"
"441758.6,4478839.29,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,15,Verde,Batería,19,441758.6:4478839.29, CALLE  DE JUAN RAMON JIMENEZ 15"
"441769.91,4478835.78,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,S/N,Verde,Línea,4,441769.91:4478835.78, CALLE  DE JUAN RAMON JIMENEZ S/N"
"441767.82,4478811.88,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,JUAN RAMON JIMENEZ; CALLE; DE,S/N,Verde,Línea,6,441767.82:4478811.88, CALLE  DE JUAN RAMON JIMENEZ S/N"
"441897.11,4478241.76,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,31,Verde,Línea,1,441897.11:4478241.76, PASEO  DE LA HABANA 31"
"441944.63,4478309.7,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,37,Verde,Línea,9,441944.63:4478309.7, PASEO  DE LA HABANA 37"
"441964.17,4478337.5,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,41,Verde,Línea,2,441964.17:4478337.5, PASEO  DE LA HABANA 41"
"441983.27,4478358.16,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,43,Verde,Línea,4,441983.27:4478358.16, PASEO  DE LA HABANA 43"
"441987.62,4478340.39,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,43,Verde,Línea,14,441987.62:4478340.39, PASEO  DE LA HABANA 43"
"441876.44,4478209.14,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,60,Verde,Línea,13,441876.44:4478209.14, PASEO  DE LA HABANA 60"
"442051.88,4478430.67,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,65,Azul,Línea,1,442051.88:4478430.67, PASEO  DE LA HABANA 65"
"442041.2,4478419.63,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,65,Azul,Línea,3,442041.2:4478419.63, PASEO  DE LA HABANA 65"
"442051.,4478411.54,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,65,Verde,Línea,1,442051.:4478411.54, PASEO  DE LA HABANA 65"
"441915.95,4478238.61,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,66,Verde,Línea,16,441915.95:4478238.61, PASEO  DE LA HABANA 66"
"442084.36,4478463.43,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,69,Azul,Línea,17,442084.36:4478463.43, PASEO  DE LA HABANA 69"
"442180.7,4478560.11,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,71,Azul,Línea,1,442180.7:4478560.11, PASEO  DE LA HABANA 71"
"442026.24,4478386.37,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,72,Verde,Línea,5,442026.24:4478386.37, PASEO  DE LA HABANA 72"
"442202.82,4478582.92,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,73,Azul,Línea,1,442202.82:4478582.92, PASEO  DE LA HABANA 73"
"442217.26,4478597.48,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,75,Azul,Línea,3,442217.26:4478597.48, PASEO  DE LA HABANA 75"
"442224.59,4478604.89,05  CHAMARTÍN,05-04 HISPANOAMÉRICA,LA HABANA; PASEO; DE,75,Azul,Línea,1,442224.59:4478604.89, PASEO  DE LA HABANA 75"
