"Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Número de Finca;Matrícula;Location;Address"
"443479.307;4473888.451;42689;03  RETIRO;03-03 ESTRELLA;PEZ AUSTRAL, CALLE, DEL;4;703330064;443479.307:4473888.451; CALLE  DEL PEZ AUSTRAL 4"
"443504.5307;4473808.701;42689;03  RETIRO;03-03 ESTRELLA;PEZ AUSTRAL, CALLE, DEL;7;703330063;443504.5307:4473808.701; CALLE  DEL PEZ AUSTRAL 7"
"443508.7807;4473696.576;42689;03  RETIRO;03-03 ESTRELLA;PEZ AUSTRAL, CALLE, DEL;15;703330062;443508.7807:4473696.576; CALLE  DEL PEZ AUSTRAL 15"
"443348.1834;4473820.539;42689;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;14;703330066;443348.1834:4473820.539; CALLE  DEL PEZ VOLADOR 14"
"443432.4057;4473941.701;42689;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;22;703330053;443432.4057:4473941.701; CALLE  DEL PEZ VOLADOR 22"
"443544.6557;4473935.451;42689;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;24;703330054;443544.6557:4473935.451; CALLE  DEL PEZ VOLADOR 24"
"443576.7807;4473876.326;42689;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;30;703330055;443576.7807:4473876.326; CALLE  DEL PEZ VOLADOR 30"
"443677.6557;4473940.76;42689;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;34;703330057;443677.6557:4473940.76; CALLE  DEL PEZ VOLADOR 34"
"443620.4057;4473930.701;42689;03  RETIRO;03-03 ESTRELLA;PEZ VOLADOR, CALLE, DEL;S/N;703330056;443620.4057:4473930.701; CALLE  DEL PEZ VOLADOR S/N"
"443254.9057;4474096.576;42689;03  RETIRO;03-03 ESTRELLA;RAFAEL SALAZAR ALONSO, CALLE, DE;3;703330046;443254.9057:4474096.576; CALLE  DE RAFAEL SALAZAR ALONSO 3"
"443320.6557;4474109.576;42689;03  RETIRO;03-03 ESTRELLA;RAFAEL SALAZAR ALONSO, CALLE, DE;7;703330047;443320.6557:4474109.576; CALLE  DE RAFAEL SALAZAR ALONSO 7"
"443317.2807;4474061.76;42689;03  RETIRO;03-03 ESTRELLA;RAFAEL SALAZAR ALONSO, CALLE, DE;16 G;703330049;443317.2807:4474061.76; CALLE  DE RAFAEL SALAZAR ALONSO 16 G"
"443476.847;4474556.822;42689;03  RETIRO;03-03 ESTRELLA;SALIENTE, CALLE, DE;6;703330006;443476.847:4474556.822; CALLE  DE SALIENTE 6"
"443420.872;4474420.732;42689;03  RETIRO;03-03 ESTRELLA;SALIENTE, CALLE, DE;S/N;703330012;443420.872:4474420.732; CALLE  DE SALIENTE S/N"
"443779.7308;4473835.588;42689;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;4;703330058;443779.7308:4473835.588; CALLE  DE SIRIO 4"
"443629.4057;4473479.76;42689;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;50;703330083;443629.4057:4473479.76; CALLE  DE SIRIO 50"
"443567.7807;4473383.951;42689;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;64;703330084;443567.7807:4473383.951; CALLE  DE SIRIO 64"
"443709.7889;4473670.952;42689;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;S/N;703330060;443709.7889:4473670.952; CALLE  DE SIRIO S/N"
"443750.6834;4473726.354;42689;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;S/N;703330059;443750.6834:4473726.354; CALLE  DE SIRIO S/N"
"443502.7807;4473296.826;42689;03  RETIRO;03-03 ESTRELLA;SIRIO, CALLE, DE;S/N;703330085;443502.7807:4473296.826; CALLE  DE SIRIO S/N"
"443286.2807;4473951.951;42689;03  RETIRO;03-03 ESTRELLA;VALORES, CALLE, DE;1;703330067;443286.2807:4473951.951; CALLE  DE VALORES 1"
"443486.9029;4474389.336;42689;03  RETIRO;03-03 ESTRELLA;VAQUERIAS, CALLE, DE LAS;2;703330013;443486.9029:4474389.336; CALLE  DE LAS VAQUERIAS 2"
"443340.872;4474455.928;42689;03  RETIRO;03-03 ESTRELLA;VAQUERIAS, CALLE, DE LAS;7;703330011;443340.872:4474455.928; CALLE  DE LAS VAQUERIAS 7"
"443297.1822;4474533.358;42689;03  RETIRO;03-03 ESTRELLA;VICENTE CABALLERO, CALLE, DE;10;703330009;443297.1822:4474533.358; CALLE  DE VICENTE CABALLERO 10"
"443243.7744;4474455.258;42689;03  RETIRO;03-03 ESTRELLA;VICENTE CABALLERO, TRAVESIA, DE;S/N;703330010;443243.7744:4474455.258; TRAVESIA  DE VICENTE CABALLERO S/N"
"442469.3609;4474254.286;41797;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;2;703430047;442469.3609:4474254.286; CALLE  DEL ALCALDE SAINZ DE BARANDA 2"
"442543.4357;4474249.162;41797;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;10;703430048;442543.4357:4474249.162; CALLE  DEL ALCALDE SAINZ DE BARANDA 10"
"442655.1053;4474265.775;41797;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;15;703430043;442655.1053:4474265.775; CALLE  DEL ALCALDE SAINZ DE BARANDA 15"
"442628.2321;4474240.38;41797;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;18;703430049;442628.2321:4474240.38; CALLE  DEL ALCALDE SAINZ DE BARANDA 18"
"442889.9188;4474246.381;41797;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;39;703430045;442889.9188:4474246.381; CALLE  DEL ALCALDE SAINZ DE BARANDA 39"
"442954.375;4474214.6;41797;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;44;703430051;442954.375:4474214.6; CALLE  DEL ALCALDE SAINZ DE BARANDA 44"
"443112.2814;4474216.691;41797;03  RETIRO;03-04 IBIZA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;57;703430046;443112.2814:4474216.691; CALLE  DEL ALCALDE SAINZ DE BARANDA 57"
"442405.8792;4474716.544;41796;03  RETIRO;03-04 IBIZA;ANTONIO ACUÑA, CALLE, DE;25;703430009;442405.8792:4474716.544; CALLE  DE ANTONIO ACUÑA 25"
"443025.7968;4474315.729;41797;03  RETIRO;03-04 IBIZA;ANTONIO ARIAS, CALLE, DE;6;703430040;443025.7968:4474315.729; CALLE  DE ANTONIO ARIAS 6"
"442689.1923;4474139.148;41799;03  RETIRO;03-04 IBIZA;DOCE DE OCTUBRE, CALLE, DEL;13;703430054;442689.1923:4474139.148; CALLE  DEL DOCE DE OCTUBRE 13"
"442799.8998;4474158.99;41799;03  RETIRO;03-04 IBIZA;DOCE DE OCTUBRE, CALLE, DEL;23;703430055;442799.8998:4474158.99; CALLE  DEL DOCE DE OCTUBRE 23"
"442948.7731;4474182.671;41799;03  RETIRO;03-04 IBIZA;DOCE DE OCTUBRE, CALLE, DEL;35;703430056;442948.7731:4474182.671; CALLE  DEL DOCE DE OCTUBRE 35"
"442437.3068;4474643.581;41796;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;8;703430016;442437.3068:4474643.581; CALLE  DEL DOCTOR CASTELO 8"
"442731.9961;4474634.729;41796;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;33;703430013;442731.9961:4474634.729; CALLE  DEL DOCTOR CASTELO 33"
"442839.9732;4474626.129;41796;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;43;703430018;442839.9732:4474626.129; CALLE  DEL DOCTOR CASTELO 43"
"442987.498;4474615.777;41821;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;47;703430057;442987.498:4474615.777; CALLE  DEL DOCTOR CASTELO 47"
"443076.5112;4474608.973;41796;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;49;703430015;443076.5112:4474608.973; CALLE  DEL DOCTOR CASTELO 49"
"443121.9203;4474593.667;41796;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;56;703430014;443121.9203:4474593.667; CALLE  DEL DOCTOR CASTELO 56"
"443185.7232;4474589.403;41796;03  RETIRO;03-04 IBIZA;DOCTOR CASTELO, CALLE, DEL;60;703430019;443185.7232:4474589.403; CALLE  DEL DOCTOR CASTELO 60"
"443199.4576;4474285.547;41797;03  RETIRO;03-04 IBIZA;DOCTOR ESQUERDO, CALLE, DEL;54;703430041;443199.4576:4474285.547; CALLE  DEL DOCTOR ESQUERDO 54"
"442791.611;4474686.213;41796;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;0;703430011;442791.611:4474686.213; CALLE  DE FERNAN GONZALEZ 0"
"442752.8373;4474257.594;41797;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;68;703430044;442752.8373:4474257.594; CALLE  DE FERNAN GONZALEZ 68"
"442759.944;4474230.272;41797;03  RETIRO;03-04 IBIZA;FERNAN GONZALEZ, CALLE, DE;73;703430050;442759.944:4474230.272; CALLE  DE FERNAN GONZALEZ 73"
"442566.1717;4474393.415;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;12;703430033;442566.1717:4474393.415; CALLE  DE IBIZA 12"
"442700.4105;4474384.255;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;26;703430034;442700.4105:4474384.255; CALLE  DE IBIZA 26"
"442772.8994;4474404.312;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;33;703430028;442772.8994:4474404.312; CALLE  DE IBIZA 33"
"442826.1211;4474375.253;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;38;703430035;442826.1211:4474375.253; CALLE  DE IBIZA 38"
"442964.7542;4474390.522;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;43;703430029;442964.7542:4474390.522; CALLE  DE IBIZA 43"
"442963.9663;4474366.417;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;52;703430036;442963.9663:4474366.417; CALLE  DE IBIZA 52"
"443124.158;4474354.793;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;68;703430037;443124.158:4474354.793; CALLE  DE IBIZA 68"
"443054.1973;4474386.209;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;S/N;703430030;443054.1973:4474386.209; CALLE  DE IBIZA S/N"
"443202.425;4474375.101;41797;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;S/N;703430031;443202.425:4474375.101; CALLE  DE IBIZA S/N"
"442525.1104;4474704.375;41796;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;27;703430010;442525.1104:4474704.375; CALLE  DE LOPE DE RUEDA 27"
"442509.786;4474544.543;41796;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;43;703430021;442509.786:4474544.543; CALLE  DE LOPE DE RUEDA 43"
"442499.9472;4474427.211;41797;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;49;703430027;442499.9472:4474427.211; CALLE  DE LOPE DE RUEDA 49"
"442494.9462;4474336.876;41797;03  RETIRO;03-04 IBIZA;LOPE DE RUEDA, CALLE, DE;57;703430038;442494.9462:4474336.876; CALLE  DE LOPE DE RUEDA 57"
"442920.4042;4474630.465;41796;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;24;703430012;442920.4042:4474630.465; CALLE  DE MAIQUEZ 24"
"442899.8735;4474518.178;41796;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;32;703430023;442899.8735:4474518.178; CALLE  DE MAIQUEZ 32"
"442905.5005;4474440.4;41796;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;38;703430026;442905.5005:4474440.4; CALLE  DE MAIQUEZ 38"
"442929.902;4474733.118;41796;03  RETIRO;03-04 IBIZA;MAIQUEZ, CALLE, DE;FRENTE 16 B;703430005;442929.902:4474733.118; CALLE  DE MAIQUEZ FRENTE 16 B"
"442347.7945;4474705.961;41796;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;11;703430008;442347.7945:4474705.961; AVENIDA  DE MENENDEZ PELAYO 11"
"442377.9259;4474603.152;41796;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;15;703430020;442377.9259:4474603.152; AVENIDA  DE MENENDEZ PELAYO 15"
"442390.6243;4474551.896;41796;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;19;703430024;442390.6243:4474551.896; AVENIDA  DE MENENDEZ PELAYO 19"
"442429.7093;4474404.61;41797;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;33;703430032;442429.7093:4474404.61; AVENIDA  DE MENENDEZ PELAYO 33"
"442505.9177;4474114.61;41799;03  RETIRO;03-04 IBIZA;MENENDEZ PELAYO, AVENIDA, DE;61;703430053;442505.9177:4474114.61; AVENIDA  DE MENENDEZ PELAYO 61"
"442645.6095;4474525.127;41796;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;26;703430025;442645.6095:4474525.127; CALLE  DE MENORCA 26"
"442769.8988;4474526.548;41796;03  RETIRO;03-04 IBIZA;MENORCA, CALLE, DE;37;703430022;442769.8988:4474526.548; CALLE  DE MENORCA 37"
"442634.8749;4474632.437;41796;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;40;703430017;442634.8749:4474632.437; CALLE  DE NARVAEZ 40"
"442612.9184;4474331.981;41797;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;72;703430039;442612.9184:4474331.981; CALLE  DE NARVAEZ 72"
"442610.2283;4474270.386;41797;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;76;703430042;442610.2283:4474270.386; CALLE  DE NARVAEZ 76"
"442606.1222;4474201.56;41799;03  RETIRO;03-04 IBIZA;NARVAEZ, CALLE, DE;80;703430052;442606.1222:4474201.56; CALLE  DE NARVAEZ 80"
"442462.1015;4474766.765;41806;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;8;703430001;442462.1015:4474766.765; CALLE  DE O'DONNELL 8"
"442593.1774;4474757.123;41796;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;20;703430002;442593.1774:4474757.123; CALLE  DE O'DONNELL 20"
"442720.6586;4474748.17;41796;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;30;703430003;442720.6586:4474748.17; CALLE  DE O'DONNELL 30"
"442860.2336;4474738.14;41796;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;44;703430004;442860.2336:4474738.14; CALLE  DE O'DONNELL 44"
"443131.4397;4474716.54;41796;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;52;703430007;443131.4397:4474716.54; CALLE  DE O'DONNELL 52"
"443008.483;4474726.965;41796;03  RETIRO;03-04 IBIZA;O'DONNELL, CALLE, DE;S/N;703430006;443008.483:4474726.965; CALLE  DE O'DONNELL S/N"
"441536.2467;4474026.682;41794;03  RETIRO;03-05 JERÓNIMOS;ACADEMIA, CALLE, DE LA;11;703530019;441536.2467:4474026.682; CALLE  DE LA ACADEMIA 11"
"441540.239;4473883.909;41794;03  RETIRO;03-05 JERÓNIMOS;ALBERTO BOSCH, CALLE, DE;19;703530021;441540.239:4473883.909; CALLE  DE ALBERTO BOSCH 19"
"441412.9007;4474518.438;41799;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XI, CALLE, DE;2;703530001;441412.9007:4474518.438; CALLE  DE ALFONSO XI 2"
"441550.3608;4474464.228;41821;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;6;703530002;441550.3608:4474464.228; CALLE  DE ALFONSO XII 6"
"441579.5999;4473348.428;41795;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;7;703530029;441579.5999:4473348.428; CALLE  DE ALFONSO XII 7"
"441536.4241;4474314.365;41794;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;16;703530005;441536.4241:4474314.365; CALLE  DE ALFONSO XII 16"
"441579.5945;4473247.255;41795;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;17;703530031;441579.5945:4473247.255; CALLE  DE ALFONSO XII 17"
"441534.2967;4474220.362;41794;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;22;703530013;441534.2967:4474220.362; CALLE  DE ALFONSO XII 22"
"441544.328;4473709.61;41794;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;52;703530025;441544.328:4473709.61; CALLE  DE ALFONSO XII 52"
"441546.9506;4473547.58;41794;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;54;703530027;441546.9506:4473547.58; CALLE  DE ALFONSO XII 54"
"441552.5029;4473335.206;41795;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;62;703530030;441552.5029:4473335.206; CALLE  DE ALFONSO XII 62"
"441545.7045;4473628.538;41794;03  RETIRO;03-05 JERÓNIMOS;ALFONSO XII, CALLE, DE;S/N;703530026;441545.7045:4473628.538; CALLE  DE ALFONSO XII S/N"
"442107.6399;4473232.802;41795;03  RETIRO;03-05 JERÓNIMOS;ANDRES TORREJON, CALLE, DE;17;703530035;442107.6399:4473232.802; CALLE  DE ANDRES TORREJON 17"
"441291.4452;4474201.469;41794;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;2;703530011;441291.4452:4474201.469; CALLE  DE ANTONIO MAURA 2"
"441390.1909;4474231.216;41794;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;7;703530009;441390.1909:4474231.216; CALLE  DE ANTONIO MAURA 7"
"441482.619;4474237.926;41794;03  RETIRO;03-05 JERÓNIMOS;ANTONIO MAURA, CALLE, DE;11;703530010;441482.619:4474237.926; CALLE  DE ANTONIO MAURA 11"
"441433.8721;4473926.205;41794;03  RETIRO;03-05 JERÓNIMOS;CASADO DEL ALISAL, CALLE, DE;10;703530020;441433.8721:4473926.205; CALLE  DE CASADO DEL ALISAL 10"
"441507.8577;4473371.593;41795;03  RETIRO;03-05 JERÓNIMOS;DOCTOR VELASCO, CALLE, DEL;12;703530028;441507.8577:4473371.593; CALLE  DEL DOCTOR VELASCO 12"
"441534.463;4473788.551;41794;03  RETIRO;03-05 JERÓNIMOS;ESPALTER, CALLE, DE;12;703530024;441534.463:4473788.551; CALLE  DE ESPALTER 12"
"441426.4736;4473794.753;41794;03  RETIRO;03-05 JERÓNIMOS;ESPALTER, CALLE, DE;FRENTE 7;703530023;441426.4736:4473794.753; CALLE  DE ESPALTER FRENTE 7"
"441290.9541;4474080.189;41794;03  RETIRO;03-05 JERÓNIMOS;FELIPE IV, CALLE, DE;3;703530016;441290.9541:4474080.189; CALLE  DE FELIPE IV 3"
"441336.8942;4474303.989;41794;03  RETIRO;03-05 JERÓNIMOS;JUAN DE MENA, CALLE, DE;9;703530008;441336.8942:4474303.989; CALLE  DE JUAN DE MENA 9"
"441414.7791;4474310.872;41794;03  RETIRO;03-05 JERÓNIMOS;JUAN DE MENA, CALLE, DE;17;703530006;441414.7791:4474310.872; CALLE  DE JUAN DE MENA 17"
"441985.1347;4473276.505;41795;03  RETIRO;03-05 JERÓNIMOS;JUAN VALERA, CALLE, DE;21;703530032;441985.1347:4473276.505; CALLE  DE JUAN VALERA 21"
"441996.8332;4473201.145;41795;03  RETIRO;03-05 JERÓNIMOS;JULIAN GAYARRE, CALLE, DE;16;703530034;441996.8332:4473201.145; CALLE  DE JULIAN GAYARRE 16"
"441229.6447;4474273.425;41794;03  RETIRO;03-05 JERÓNIMOS;LEALTAD, PLAZA, DE LA;1;703530007;441229.6447:4474273.425; PLAZA  DE LA LEALTAD 1"
"441204.7605;4474157.92;41794;03  RETIRO;03-05 JERÓNIMOS;LEALTAD, PLAZA, DE LA;S/N;703530012;441204.7605:4474157.92; PLAZA  DE LA LEALTAD S/N"
"441889.8147;4473244.674;41795;03  RETIRO;03-05 JERÓNIMOS;LUIS CAMOENS, CALLE, DE;17;703530033;441889.8147:4473244.674; CALLE  DE LUIS CAMOENS 17"
"442378.585;4473241.686;41795;03  RETIRO;03-05 JERÓNIMOS;MARIANO DE CAVIA, PLAZA, DE;1;703530038;442378.585:4473241.686; PLAZA  DE MARIANO DE CAVIA 1"
"441427.9649;4474110.933;41794;03  RETIRO;03-05 JERÓNIMOS;MENDEZ NUÑEZ, CALLE, DE;4;703530017;441427.9649:4474110.933; CALLE  DE MENDEZ NUÑEZ 4"
"441428.849;4474159.805;41794;03  RETIRO;03-05 JERÓNIMOS;MENDEZ NUÑEZ, CALLE, DE;FRENTE 9;703530014;441428.849:4474159.805; CALLE  DE MENDEZ NUÑEZ FRENTE 9"
"442500.8822;4474032.276;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;63;703530044;442500.8822:4474032.276; AVENIDA  DE MENENDEZ PELAYO 63"
"442332.3071;4474665.759;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530039;442332.3071:4474665.759; AVENIDA  DE MENENDEZ PELAYO S/N"
"442352.8384;4474589.142;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530040;442352.8384:4474589.142; AVENIDA  DE MENENDEZ PELAYO S/N"
"442378.5068;4474493.78;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530041;442378.5068:4474493.78; AVENIDA  DE MENENDEZ PELAYO S/N"
"442417.2198;4474348.206;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530042;442417.2198:4474348.206; AVENIDA  DE MENENDEZ PELAYO S/N"
"442462.6924;4474177.237;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530043;442462.6924:4474177.237; AVENIDA  DE MENENDEZ PELAYO S/N"
"442535.1964;4473902.322;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530045;442535.1964:4473902.322; AVENIDA  DE MENENDEZ PELAYO S/N"
"442561.6118;4473802.11;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530046;442561.6118:4473802.11; AVENIDA  DE MENENDEZ PELAYO S/N"
"442583.5539;4473707.154;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530047;442583.5539:4473707.154; AVENIDA  DE MENENDEZ PELAYO S/N"
"442544.503;4473505.941;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530048;442544.503:4473505.941; AVENIDA  DE MENENDEZ PELAYO S/N"
"442474.9417;4473376.584;41795;03  RETIRO;03-05 JERÓNIMOS;MENENDEZ PELAYO, AVENIDA, DE;S/N;703530049;442474.9417:4473376.584; AVENIDA  DE MENENDEZ PELAYO S/N"
"441426.202;4474397.474;41794;03  RETIRO;03-05 JERÓNIMOS;MONTALBAN, CALLE, DE;7;703530004;441426.202:4474397.474; CALLE  DE MONTALBAN 7"
"441415.8062;4474025.592;41794;03  RETIRO;03-05 JERÓNIMOS;MORETO, CALLE, DE;2;703530018;441415.8062:4474025.592; CALLE  DE MORETO 2"
"442219.6657;4474745.332;41793;03  RETIRO;03-05 JERÓNIMOS;O'DONNELL, CALLE, DE;3;703530050;442219.6657:4474745.332; CALLE  DE O'DONNELL 3"
"442344.9087;4473301.791;41795;03  RETIRO;03-05 JERÓNIMOS;POETA ESTEBAN DE VILLEGAS, CALLE, DEL;14;703530037;442344.9087:4473301.791; CALLE  DEL POETA ESTEBAN DE VILLEGAS 14"
"442229.1974;4473324.426;41795;03  RETIRO;03-05 JERÓNIMOS;POETA ESTEBAN DE VILLEGAS, CALLE, DEL;S/N;703530036;442229.1974:4473324.426; CALLE  DEL POETA ESTEBAN DE VILLEGAS S/N"
"441338.617;4474134.963;41794;03  RETIRO;03-05 JERÓNIMOS;RUIZ DE ALARCON, CALLE, DE;15;703530015;441338.617:4474134.963; CALLE  DE RUIZ DE ALARCON 15"
"441343.3697;4473863.92;41794;03  RETIRO;03-05 JERÓNIMOS;RUIZ DE ALARCON, CALLE, DE;25;703530022;441343.3697:4473863.92; CALLE  DE RUIZ DE ALARCON 25"
"441488.592;4474467.153;41794;03  RETIRO;03-05 JERÓNIMOS;VALENZUELA, CALLE, DE;8;703530003;441488.592:4474467.153; CALLE  DE VALENZUELA 8"
"443111.4502;4474210.853;41799;03  RETIRO;03-06 NIÑO JESÚS;ALCALDE SAINZ DE BARANDA, CALLE, DEL;58;703630005;443111.4502:4474210.853; CALLE  DEL ALCALDE SAINZ DE BARANDA 58"
"442579.9057;4473517.826;41800;03  RETIRO;03-06 NIÑO JESÚS;AMADO NERVO, CALLE, DE;1;703630031;442579.9057:4473517.826; CALLE  DE AMADO NERVO 1"
"442709.2807;4473445.201;41800;03  RETIRO;03-06 NIÑO JESÚS;AMADO NERVO, CALLE, DE;9;703630046;442709.2807:4473445.201; CALLE  DE AMADO NERVO 9"
"442801.953;4473391.47;41801;03  RETIRO;03-06 NIÑO JESÚS;AMADO NERVO, CALLE, DE;13 B;703630048;442801.953:4473391.47; CALLE  DE AMADO NERVO 13 B"
"443028.335;4474159.606;41799;03  RETIRO;03-06 NIÑO JESÚS;ANTONIO ARIAS, CALLE, DE;17;703630004;443028.335:4474159.606; CALLE  DE ANTONIO ARIAS 17"
"442835.1193;4473483.516;41801;03  RETIRO;03-06 NIÑO JESÚS;ANTONIO BIENVENIDA, CALLE, DE;1;703630047;442835.1193:4473483.516; CALLE  DE ANTONIO BIENVENIDA 1"
"442708.257;4473747.463;41800;03  RETIRO;03-06 NIÑO JESÚS;ANUNCIACION, CALLE, DE LA;12;703630023;442708.257:4473747.463; CALLE  DE LA ANUNCIACION 12"
"443090.8528;4473472.56;41800;03  RETIRO;03-06 NIÑO JESÚS;ARIAS MONTANO, CALLE, DE;11;703630041;443090.8528:4473472.56; CALLE  DE ARIAS MONTANO 11"
"442527.5447;4473416.186;41800;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;1;703630043;442527.5447:4473416.186; CALLE  DEL CONDE DE CARTAGENA 1"
"442767.191;4473281.269;41801;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;17;703630056;442767.191:4473281.269; CALLE  DEL CONDE DE CARTAGENA 17"
"442856.2821;4473211.644;41801;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;18;703630059;442856.2821:4473211.644; CALLE  DEL CONDE DE CARTAGENA 18"
"442921.7973;4473181.674;41801;03  RETIRO;03-06 NIÑO JESÚS;CONDE DE CARTAGENA, CALLE, DEL;39;703630057;442921.7973:4473181.674; CALLE  DEL CONDE DE CARTAGENA 39"
"442950.6085;4474171.25;41799;03  RETIRO;03-06 NIÑO JESÚS;DOCE DE OCTUBRE, CALLE, DEL;36;703630003;442950.6085:4474171.25; CALLE  DEL DOCE DE OCTUBRE 36"
