Gis_X;Gis_Y;Distrito;Barrio;Calle;Nº Finca;Color;Batería/Línea;Número de Plazas
439356,91;4473374,05;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;24;Verde;Línea;5
439321,09;4473359,92;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE;30;Verde;Línea;5
439893,38;4473835,77;01  CENTRO;01-01 PALACIO;SAN BRUNO, CALLE, DE;6;Verde;Línea;1
439890,27;4473828,61;01  CENTRO;01-01 PALACIO;SAN BRUNO, CALLE, DE;7;Verde;Línea;1
439384,4;4473611,24;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;1;Verde;Línea;8
439360,56;4473647,96;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;4;Verde;Línea;3
439338,37;4473687,7;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE;12;Verde;Línea;14
439620,59;4473645,39;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;1;Verde;Línea;3
439614,7;4473651,61;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;2;Verde;Línea;5
439590,27;4473633,75;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;3;Verde;Línea;13
439580,85;4473638,72;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;4;Verde;Línea;1
439565,97;4473633,13;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;4;Verde;Línea;1
439541,59;4473615,43;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;7;Verde;Línea;3
439525,28;4473608,81;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;9;Verde;Línea;1
439503,41;4473600,56;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;11;Verde;Línea;2
439473,28;4473586,08;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;13;Verde;Batería;5
439485,11;4473590,64;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;13;Verde;Batería;4
439481,32;4473600,9;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;14;Verde;Línea;2
439460,97;4473584,1;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;15;Verde;Línea;3
439465,03;4473593,89;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;16;Verde;Línea;1
439457,47;4473591,05;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE;16;Verde;Línea;2
439432,01;4473497,06;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, PLAZA, DE;S/N;Verde;Línea;2
439518,47;4473540,06;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;6;Verde;Línea;14
439499,78;4473582,81;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE;12;Verde;Línea;3
439828,5;4473946,45;01  CENTRO;01-01 PALACIO;SAN JUSTO, CALLE, DE;1;Verde;Línea;3
439872,9;4474093,11;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;4;Verde;Línea;4
439855,43;4474088,61;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;5;Verde;Línea;2
439831,15;4474082,63;01  CENTRO;01-01 PALACIO;SAN MIGUEL, PLAZA, DE;6;Verde;Línea;2
439611,29;4474144,48;01  CENTRO;01-01 PALACIO;SAN NICOLAS, PLAZA, DE;1;Verde;Línea;1
439618,43;4474144,6;01  CENTRO;01-01 PALACIO;SAN NICOLAS, PLAZA, DE;1;Verde;Línea;1
439721,38;4473884,4;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;2;Verde;Línea;1
439708,11;4473826,72;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;8;Verde;Línea;2
439703,95;4473806,36;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;10;Verde;Línea;4
439699,32;4473782,02;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;12;Verde;Línea;2
439698,23;4473708,4;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE;S/N;Verde;Línea;6
439693,25;4474290,59;01  CENTRO;01-01 PALACIO;SANTA CLARA, CALLE, DE;3;Verde;Línea;3
439690,35;4474324,43;01  CENTRO;01-01 PALACIO;SANTA CLARA, CALLE, DE;8;Verde;Línea;5
439754,39;4474506,68;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, CUESTA, DE;1;Verde;Línea;2
439768,45;4474524,75;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, CUESTA, DE;4;Verde;Línea;7
439836,63;4474692,4;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;12;Verde;Línea;4
439834,16;4474690,05;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;12;Verde;Línea;2
439888,78;4474676,45;01  CENTRO;01-01 PALACIO;SANTO DOMINGO, PLAZA, DE;14;Verde;Línea;1
439960,02;4473887,02;01  CENTRO;01-01 PALACIO;SEGOVIA NUEVA, PLAZA, DE;1;Verde;Línea;4
439736,52;4473890,98;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;11;Verde;Batería;5
439673,82;4473909,71;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;12;Verde;Línea;2
439660,41;4473914,5;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;14;Verde;Línea;3
439615,69;4473938;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;15;Verde;Línea;3
439639,04;4473922;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;16;Verde;Línea;2
439547,53;4473935,68;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;17;Verde;Línea;19
439580,77;4473945,07;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;18;Verde;Línea;3
439475,24;4473936,63;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;21;Verde;Línea;4
439496,11;4473936,38;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;21;Verde;Línea;1
439552,29;4473945,07;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;22;Verde;Línea;7
439371,54;4473937,76;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;25;Verde;Línea;20
439498,91;4473945,35;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;26;Verde;Línea;2
439511,85;4473945,25;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;26;Verde;Línea;2
439367,18;4473946,4;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;27;Verde;Línea;40
439297,05;4473939,05;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;31;Verde;Línea;3
439271,89;4473939,43;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;35;Verde;Línea;4
439225,39;4473948,82;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;37;Verde;Línea;9
439217,33;4473940,22;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;39;Verde;Línea;7
439151,36;4473853,53;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;3;Verde;Línea;4
439142,6;4473830,77;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;3;Verde;Línea;2
439134,04;4473808,46;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;5;Verde;Línea;3
439129,1;4473795,47;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;7;Verde;Línea;2
439121,85;4473777,3;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;9;Verde;Línea;4
439111,58;4473750,42;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;13;Verde;Línea;6
439102,36;4473727,58;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;15;Verde;Línea;2
439086,43;4473686,42;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;19;Verde;Línea;13
439076,91;4473616,39;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;25;Verde;Línea;3
439083,22;4473601,82;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;27;Verde;Línea;2
439088,22;4473591,83;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;29;Verde;Línea;1
439106,72;4473553,08;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;35;Verde;Línea;1
439129,02;4473505,46;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;39;Verde;Línea;4
439144,26;4473472,94;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;41;Verde;Línea;7
439155,53;4473448,81;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;45;Verde;Línea;2
439160,81;4473436,95;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;47;Verde;Línea;2
439171,54;4473415,57;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;49;Verde;Línea;3
439188,22;4473379,91;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;53;Verde;Línea;6
439213,95;4473359,09;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;55;Verde;Línea;5
439255,16;4473335,7;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;61;Verde;Línea;11
439376,17;4473271,35;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;69;Verde;Línea;38
439468,78;4473226,43;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;75;Verde;Línea;4
439495,36;4473211,65;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;87;Verde;Línea;4
439093,98;4473580,23;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;31 B;Verde;Línea;1
439120,31;4473524,28;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE;37 B;Verde;Línea;3
439772,66;4473514,88;01  CENTRO;01-01 PALACIO;SIERPE, CALLE, DE LA;1;Verde;Línea;10
439946,64;4474684,79;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;1;Verde;Línea;8
439972,78;4474693,21;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;7;Verde;Línea;2
440003,43;4474702,99;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE;8;Verde;Línea;3
439650,99;4473631,41;01  CENTRO;01-01 PALACIO;TABERNILLAS, CALLE, DE LAS;5;Verde;Línea;3
439617,53;4473556,36;01  CENTRO;01-01 PALACIO;TABERNILLAS, CALLE, DE LAS;6;Verde;Línea;2
439640,7;4473604,45;01  CENTRO;01-01 PALACIO;TABERNILLAS, CALLE, DE LAS;13;Verde;Línea;8
439947,38;4473767,42;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;44;Verde;Batería;6
439933,4;4473730,94;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;50;Verde;Batería;4
439927,51;4473717,68;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;50;Verde;Batería;5
439668,45;4473292,03;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;98;Verde;Línea;2
439656,49;4473265,41;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;104;Verde;Línea;8
439637,77;4473216,69;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE;110;Verde;Línea;4
439790,9;4474701,15;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE;4;Verde;Línea;8
439789,41;4474698,39;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE;4;Verde;Batería;17
439737,51;4474275,39;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;1;Verde;Línea;2
439741,94;4474259,3;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;2;Verde;Línea;1
439730,94;4474299,98;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;3;Verde;Línea;4
439724,28;4474326,66;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;5;Verde;Línea;2
439718,84;4474350,23;01  CENTRO;01-01 PALACIO;UNION, CALLE, DE LA;9;Verde;Línea;4
439309,97;4473913,98;01  CENTRO;01-01 PALACIO;VALLICIERGO, CALLE, DE;2;Verde;Línea;9
439310,85;4474025,59;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;1;Verde;Batería;10
439301,16;4474081,93;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;1;Naranja;Línea;27
439262,28;4474003,52;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;Naranja;Línea;13
439226,88;4474003,64;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;Naranja;Línea;36
439206,07;4474078,34;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA;3;Naranja;Línea;4
439447,56;4473294,66;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;17;Verde;Línea;2
439434,6;4473298,23;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;19;Verde;Línea;9
439348,8;4473362,65;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;25;Verde;Línea;1
439377,17;4473342,01;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;26;Verde;Línea;11
439330,4;4473376,99;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;28;Verde;Línea;4
439311,84;4473392,26;01  CENTRO;01-01 PALACIO;VENTOSA, CALLE, DE LA;30;Verde;Línea;4
439702,45;4474356,78;01  CENTRO;01-01 PALACIO;VERGARA, CALLE, DE;7;Verde;Línea;5
439548,41;4473985,12;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;Verde;Línea;3
439536,49;4473994,74;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA;2;Verde;Batería;6
439578,9;4473323,97;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;4;Verde;Línea;3
439584,49;4473316,06;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA;4;Verde;Línea;2
439421,45;4473774,73;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;3;Verde;Línea;2
439394,36;4473795,92;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;5;Verde;Línea;2
439410,91;4473783,05;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;6;Verde;Línea;3
439402,32;4473789,89;01  CENTRO;01-01 PALACIO;YESEROS, CALLE, DE LOS;8;Verde;Línea;1
439933,94;4473450,46;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;Verde;Batería;5
439937,86;4473461,92;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;1;Verde;Línea;1
439961,74;4473470,69;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;6;Verde;Línea;9
439907,23;4473451,73;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;Verde;Línea;10
439939,21;4473434,9;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;Verde;Batería;7
439930,3;4473439,64;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;Verde;Línea;7
439903,05;4473444,55;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS;S/N;Verde;Batería;13
440554,94;4473116,32;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;90;Verde;Línea;23
440534,84;4473171,06;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;91;Verde;Línea;3
440567,08;4473099,01;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;94;Verde;Línea;11
440547,05;4473143,47;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;95;Verde;Línea;7
440588,4;4473043,85;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;102;Verde;Línea;1
440586,51;4473056,03;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE;115;Verde;Línea;6
439759;4473334,42;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;9;Verde;Línea;3
439764,94;4473315,56;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;13;Verde;Línea;5
439779,51;4473272,66;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;19;Verde;Línea;8
439804,87;4473206,54;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;27;Verde;Línea;14
439823,43;4473160,96;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA;33;Verde;Línea;4
440584,37;4473314,39;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;3;Verde;Línea;3
440608,05;4473309,35;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;4;Verde;Línea;6
440603,45;4473314,13;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;5;Verde;Batería;16
440647,6;4473301,27;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;6;Verde;Línea;2
440663,52;4473301,36;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;10;Verde;Batería;12
440666,55;4473297,19;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;10;Verde;Línea;5
440694,35;4473291,37;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;14;Verde;Línea;3
440727,78;4473284,14;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;18;Verde;Línea;9
440735,05;4473286,09;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;19;Verde;Batería;34
440803,22;4473267,87;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;22;Verde;Línea;4
440839,56;4473260,19;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;24;Verde;Línea;3
440823,59;4473267,45;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;29;Verde;Batería;13
440821,31;4473264,14;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;29;Verde;Línea;4
440945,44;4473201,78;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;30;Verde;Línea;9
440971,58;4473184,7;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;32;Verde;Línea;2
440857,14;4473260,48;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;33;Verde;Batería;4
440855,32;4473257,03;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;33;Verde;Línea;3
440567,87;4473317,9;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE;1 B;Verde;Línea;2
440393,85;4473922,99;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;22;Verde;Línea;3
440444,15;4473899,68;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;26;Verde;Línea;3
440532,11;4473853,63;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;36;Verde;Línea;1
440953,69;4473570,28;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;96;Verde;Línea;1
440984,38;4473552,43;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;100;Verde;Línea;6
441050,78;4473514,25;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;106;Verde;Línea;2
441106,74;4473481,53;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;108;Verde;Línea;4
441032,66;4473524,67;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;111;Verde;Línea;4
441171,28;4473444,02;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;114;Verde;Línea;3
441075,07;4473500,09;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE;117;Verde;Línea;9
440913,26;4473145,4;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;12:00 AM;Verde;Línea;2
440897,19;4473140,12;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;12;Verde;Línea;3
440882,17;4473134,86;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;14;Verde;Línea;3
440839,11;4473119,81;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;16;Verde;Línea;13
440801,58;4473106,76;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;20;Verde;Línea;1
440749,06;4473088,23;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;26;Verde;Línea;5
440684,53;4473065,82;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE;34;Verde;Línea;3
440583,79;4473688,4;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;8;Verde;Línea;2
440587,12;4473687,36;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;9;Verde;Línea;3
440581,5;4473651,84;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;11;Verde;Línea;3
440578,89;4473661,33;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;12;Verde;Línea;1
440576,79;4473641,66;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;13;Verde;Línea;1
440571,83;4473625,17;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;15;Verde;Línea;2
440565,89;4473614,24;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;17;Verde;Línea;3
440563,42;4473616,52;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;18;Verde;Línea;5
440559,51;4473602,65;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;19;Verde;Línea;2
440542,06;4473579,22;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;24;Verde;Línea;1
440539,09;4473566,97;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;25;Verde;Línea;2
440536,26;4473569,8;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;26;Verde;Línea;2
440523,98;4473460,67;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;39;Verde;Línea;3
440523,75;4473447,62;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;41;Verde;Línea;2
440524,65;4473486,25;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;42;Verde;Línea;6
440523,3;4473431,93;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;43;Verde;Línea;3
440520,52;4473465,61;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;44;Verde;Línea;14
440519,08;4473417,36;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL;52;Verde;Línea;2
440670,99;4473484,16;01  CENTRO;01-02 EMBAJADORES;BUENAVISTA, CALLE, DE;21;Verde;Línea;5
440642,65;4473450,21;01  CENTRO;01-02 EMBAJADORES;BUENAVISTA, CALLE, DE;27;Verde;Línea;10
440613,88;4473410,67;01  CENTRO;01-02 EMBAJADORES;BUENAVISTA, CALLE, DE;41;Verde;Línea;8
439918,02;4473126,34;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;Verde;Línea;3
439915,06;4473140,92;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;2;Verde;Línea;2
439925,22;4473088,56;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;4;Verde;Línea;4
439819,65;4473120,16;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;6;Verde;Batería;15
439809,33;4473123,44;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;6;Verde;Batería;14
439855,6;4473137,67;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8;Verde;Línea;5
439846,47;4473138,85;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8;Verde;Batería;4
439894,37;4473148,66;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;9;Verde;Línea;3
439894,01;4473152,31;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;9;Verde;Batería;6
439870,26;4473145,89;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL;8 B;Verde;Batería;3
440478,1;4473865,61;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS;1;Verde;Línea;2
440474,16;4473835,56;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS;3;Verde;Línea;8
439694,65;4473224,77;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;3;Verde;Línea;14
439692,94;4473229;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;3;Verde;Línea;12
439765,6;4473231,11;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;4;Verde;Línea;7
439736,13;4473230,12;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;Verde;Línea;3
439736,55;4473226,11;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL;9;Verde;Línea;4
439890,99;4473360,26;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;6;Verde;Línea;10
439887,8;4473330,24;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;10;Verde;Línea;2
439890,43;4473277,13;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;17;Verde;Línea;9
439900,44;4473226,49;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;23;Verde;Línea;4
439904,98;4473201,98;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;27;Verde;Línea;3
439909,12;4473179;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;31;Verde;Línea;2
439907,59;4473187,33;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE;32;Verde;Línea;1
439995,6;4473643,9;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;2;Verde;Línea;6
440015,08;4473581,36;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;5;Verde;Línea;15
439978,79;4473510,85;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;13;Verde;Línea;4
439983,38;4473511,96;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;13;Verde;Línea;5
439977,82;4473562,91;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE;18;Verde;Línea;7
